name,lanes,road_capacity_from_conversion,highway,oneway
Taman Bedok,,1,residential,
Limau Garden,,1,residential,
Eastwood Road,,1,residential,
,,1,service,yes
Bedok Walk,,1,residential,
,,1,unclassified,
Peakville Terrace,,1,residential,
,,1,residential,
Jalan Pari Unak,,1,residential,
Peakville Avenue,,1,residential,
Pari Dedap Walk,,1,residential,
Jalan Chempaka Kuning,,1,residential,
Jalan Chempaka Kuning,,1,residential,
,,1,residential,
Jalan Chempaka Kuning,,1,residential,
Jalan Chempaka Kuning,,1,residential,
,,1,service,
Eastwood Road,,1,residential,
Eastwood Way,,1,residential,
Eastwood Green,,1,residential,
Eastwood Way,,1,residential,
Eastwood Dr,,1,residential,
Bedok Ria Cresent,,1,residential,
Bedok Ria Cresent,,1,residential,
Taman Bedok,,1,residential,
Eastwood Way,,1,residential,
Jalan Nipah,,1,residential,
Eastwood Road,,1,residential,
Eastwood Way,,1,residential,
Bedok Ria Cresent,,1,residential,
Bedok Lane,,1,residential,
Upper Changi Road,,1,residential,
,,1,residential,
Peakville Gr,,1,residential,
,,1,service,
Jalan Pari Kikis,,1,residential,
,,1,service,
,,1,service,
,,1,service,
,,3,secondary_link,
Jalan Pari Kikis,,1,residential,
Upper Bedok Road,,1,residential,
,,1,service,
Jalan Chempaka Kuning,,1,residential,
,,1,unclassified,
,,1,unclassified,
Redhill Road,,1,residential,
,,1,residential,
,,1,service,no
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,yes
,,1,residential,
,,1,residential,
,,1,residential,
Peakville Walk,,1,residential,
,,1,service,
,,1,service,
Hoy Fatt Road,,1,residential,
Kung Chong Road,,1,residential,
Chang Charn Road,,1,residential,yes
,,3,secondary_link,yes
,,3,secondary,yes
,,1,residential,
,,1,service,
Yuan Ching Road,,2,tertiary,
Corporation Drive,,1,residential,
Hu Ching Road,,1,residential,
Jalan Simpang Bedok,,1,residential,
Binchang Walk,,1,residential,
Jalan Pemimpin,,2,tertiary,
,,3,primary_link,yes
Pemimpin Place,,1,residential,
Jalan Binchang,2,1,residential,
Pemimpin Ter,,1,residential,
Pemimpin Place,,2,tertiary,
,,1,living_street,
,,1,living_street,
,,1,service,
Clover Avenue,,1,residential,
Binchang Rise,,1,residential,
Binchang Rise,,1,residential,
Clover Cres,,1,residential,
,,1,service,
Clover Way,,1,residential,
Clover Close,,1,residential,
,,1,residential,
,,1,service,
Changi Business Park Central 2,,1,residential,yes
,,1,service,
Changi Business Park Central 1,,1,residential,yes
Claymore Hill,2,1,unclassified,yes
,,1,service,
Changi Business Park Cresent,,1,residential,
,,1,service,
,,1,service,
,3,3,primary,yes
,,1,service,yes
,,1,service,-1
,,1,service,yes
,,1,service,
,,1,service,
,,1,living_street,
,,3,primary_link,yes
,,1,service,yes
Anthony Road,,1,residential,
Peck Hay Road,,1,residential,yes
,,1,living_street,
,,3,secondary_link,yes
,,3,secondary_link,yes
,,1,service,-1
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,yes
,,1,service,yes
,,1,service,
,,1,service,yes
,,1,service,yes
,,1,service,yes
Clemenceau Avenue,2,3,primary,yes
Clemenceau Avenue,4,3,primary,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Nanyang View,,1,residential,
,,4,motorway_link,
,,1,service,
Boon Lay Drive,,1,service,
,,1,service,
Woodland View,,1,residential,
Woodland Drive 75,,1,residential,
Woodlands Drive 73,,1,residential,
,,1,residential,
Nanyang Avenue,,1,residential,yes
Yunnan Walk 2,,1,residential,
Yunnan Crescent,,1,residential,
Yunnan Crescent,,1,residential,
Yunnan Walk 1,,1,residential,
,,1,service,
Yunnan Walk 3,,1,residential,
,,1,service,
,,1,service,
,,1,service,
Pioneer Road North,,3,primary,yes
,1,2,tertiary,yes
,,4,motorway_link,yes
,,1,service,
,,1,residential,
Jurong West Street 25,,1,residential,
Jalan Pemimpin,,1,residential,
Jalan Pemimpin,,1,unclassified,
,,4,motorway_link,yes
Jalan Minggu,,1,residential,
,,1,unclassified,
,,1,service,
Jalan Pemimpin,,1,residential,
,,1,service,
,,1,service,
,,1,residential,
Eunos Road 8,,1,residential,no
Marymount Terrace,,1,service,
Nanyang Terrace,,1,residential,
,,1,service,
,,1,residential,
,,1,service,
,,1,residential,
,,1,service,
,,1,service,
,,1,service,yes
Nanyang Hill,,1,residential,
Nanyang Hill,,1,residential,
,,1,service,yes
,,1,service,
,,1,service,yes
,,1,service,yes
Tanjong Kling Road,,3,primary_link,yes
Jalan Buroh,,3,primary_link,yes
Tanjong Kling Road,,3,primary_link,yes
Pioneer Road,,3,primary_link,yes
,,4,motorway_link,yes
Upper Jurong Road,,3,primary,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,4,motorway_link,yes
,,1,residential,
Jalan Ahmad Ibrahim,,3,primary_link,yes
,,1,service,yes
Soon Lee Drive,,1,residential,
,,1,service,yes
Jalan Ahmad Ibrahim,,3,primary,yes
,,1,service,yes
Jalan Ahmad Ibrahim,,3,primary_link,yes
Bukit Timah Expressway,,4,motorway,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Faculty Avenue,,1,service,
Jalan Ahmad Ibrahim,,3,primary,yes
Bukit Timah Expressway,,4,motorway,yes
,,1,service,
Jalan Ahmad Ibrahim,,3,primary_link,yes
,,1,service,
Nanyang Avenue,,1,residential,yes
,,1,service,
,,1,service,
,,1,service,
Pioneer Road,,3,primary,yes
Pioneer Road,,3,primary,yes
Jalan Ahmad Ibrahim,,3,primary,yes
,,1,service,
Sunview Way,,1,unclassified,
Tanjong Kling Road,,3,primary,yes
Pioneer Walk,,1,unclassified,yes
Pioneer Road,,3,primary_link,yes
,,1,service,
Bukit Timah Expressway,,4,motorway,yes
,,1,service,
Pioneer Circus,,3,primary,yes
Jalan Buroh,,3,primary_link,yes
,,1,service,yes
,,1,service,
,,1,service,
,,1,service,
Ayer Rajah Expressway,,4,motorway_link,yes
,,1,service,yes
,,1,service,yes
Ayer Rajah Expressway,,4,motorway_link,yes
Jalan Ahmad Ibrahim,,3,primary,yes
Nanyang Avenue,,1,residential,yes
,,1,residential,yes
,,1,service,
Pioneer Road,,3,primary_link,yes
Jalan Ahmad Ibrahim,,3,primary_link,yes
Jalan Ahmad Ibrahim,,3,primary_link,yes
,,1,residential,
Jalan Ahmad Ibrahim,,3,primary,yes
,,1,residential,
,,1,residential,
Teban Gardens Crescent,,3,secondary,yes
Teban Gardens Crescent,,3,secondary,yes
Bedok Exit,,4,motorway_link,yes
East Coast Park Exit,,4,motorway_link,yes
East Coast Parkway,3,4,motorway,yes
East Coast Park Service Road,,1,unclassified,
East Coast Park,,4,motorway_link,yes
,,1,unclassified,no
Bayshore Road,,4,motorway_link,yes
,,1,residential,
,,1,residential,
,,1,residential,
East Coast Parkway,3,4,motorway,yes
Yishun Industrial Park A,,1,residential,
,,1,residential,yes
,,1,residential,
,,1,residential,
Jalan Simpang Bedok,,1,residential,
Jalan Anak Patong,,1,residential,
,,1,service,yes
Jalan Simpang Bedok,,1,residential,
Yishun Street 21,,1,residential,
,,1,residential,
Teban Gardens Crescent,,3,secondary,no
Bayshore Road,,4,motorway_link,yes
East Cost Park,,1,unclassified,yes
Bukit Timah Expressway,,4,motorway,yes
Kranji Expressway,,4,motorway_link,yes
,,1,service,yes
,,1,service,no
,,1,service,no
,,4,motorway_link,yes
,,1,unclassified,no
,,3,secondary_link,yes
,2,1,unclassified,no
Bukit Timah Expressway,,4,motorway,yes
Bukit Timah Expressway,,4,motorway,yes
Woodlands Avenue 4,,3,secondary,no
Bukit Timah Expressway,,4,motorway,yes
Bukit Timah Expressway,,4,motorway,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,pedestrian,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,pedestrian,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,residential,
,,1,service,
,,1,residential,
Cove Drive,,1,residential,yes
,,1,pedestrian,
Marina Coastal Expressway,4,4,motorway,yes
Marina Coastal Expressway,4,4,motorway,yes
Allanbrooke Road,,1,unclassified,yes
,,1,service,
Marina Coastal Expressway,5,4,motorway,yes
,,1,residential,
,,1,service,
,,1,residential,
,,3,primary_link,yes
Cove Drive,,1,residential,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,residential,
,,1,pedestrian,
,,1,service,
,,1,service,
,,1,residential,
,,1,service,no
,,1,service,
Bedok North Interchange,,1,residential,
,,1,residential,
,,1,service,
,,1,pedestrian,
,,1,service,
,,2,tertiary,
,,1,pedestrian,
,,2,tertiary,
,,1,service,
,,1,service,
,,3,primary_link,yes
Bedok Central,,1,residential,no
,,1,service,
,,1,residential,
,,1,service,
,,1,service,yes
Siloso Beach Walk,,1,unclassified,
Gardenia Road,,1,residential,
Jasmine Rd,,1,residential,
Soo Chow View,,1,residential,
Gladiola Dr,,1,residential,
,,1,unclassified,yes
,,1,unclassified,yes
Siloso Beach Walk,,1,unclassified,yes
Siloso Beach Walk,,1,unclassified,
Island Club Road,,1,unclassified,
Windsor Park Road,,1,residential,
,,1,service,yes
Gardenia Road,,1,residential,
Jupiter Rd,,1,residential,
Gateway Avenue,,3,secondary,yes
,,1,unclassified,yes
Leo Dr,,1,residential,
Venus Rd,,1,residential,
,,1,service,yes
Bright Hill Dr,,1,residential,
,,1,unclassified,
Toronto Rd,,1,residential,
Gardenia Rd,,1,residential,
Soo Chow Gardens Road,,1,residential,
Carnation Drive,,1,residential,
Capricorn Dr.,,1,residential,
Marigold Drive,,1,residential,
Daffodil Dr,,1,residential,
Venus Rd,,1,residential,
Ontario Ave,,1,residential,
,,1,service,yes
Straits View,,3,secondary_link,yes
,,1,service,no
Soo Chow Dr,,1,residential,
Jalan Lembah Thomson,,1,residential,
,,1,residential,
Thomson Ridge,,1,residential,
Soo Chow Way,,1,residential,
Beach View,,1,residential,
Libra Dr,,1,residential,
Gateway Avenue,,3,secondary,yes
Orchid Dr,,1,residential,
,,1,pedestrian,
Thomson Ridge,,1,residential,
Gateway Avenue,,3,secondary,yes
Siloso Beach Walk,,1,unclassified,
,,1,service,yes
Windsor Park Road,,1,residential,
Jln Angklong,,1,residential,
Anklong Lane,,1,residential,
,,3,primary_link,yes
Sin Ming Walk,,1,residential,yes
,,1,service,
Cantonment Link,,3,primary_link,yes
,,1,service,
Jln Seruling,,1,residential,
Jln Gendang,,1,residential,
Island Gardens Walk,,1,unclassified,
Jln Tambur,,1,residential,
Jln Rebana,,1,residential,
Soo Chow Rise,,1,residential,
,,1,residential,
Lor Mega,,1,residential,
Bishan Street 25,,1,residential,
Braddell Road,,4,trunk,yes
Braddell Road,,4,trunk,yes
,,3,secondary_link,yes
,,1,service,yes
,,1,service,yes
,,1,service,yes
,,1,residential,
,2,1,service,no
,2,1,service,yes
,2,1,service,no
,,1,service,yes
Soo Chow Walk,,1,residential,
,,1,service,-1
,,1,residential,
,,1,service,
,,1,service,yes
,,1,service,yes
Sin Ming Walk,,1,residential,
,,1,service,
,,1,service,
,,1,service,yes
,,1,residential,
Braddell Road,,4,trunk,yes
,,1,service,yes
,,1,service,yes
,,1,residential,
,,1,residential,
,,1,service,yes
,,1,service,
,,1,service,yes
Braddell Road,,4,trunk,yes
,,1,residential,
,,1,service,yes
,,1,service,yes
Hindhede Walk,,1,unclassified,no
,,1,service,
Tuas Bay Link,,1,unclassified,
,,1,service,
Tuas View Avenue 10,,1,unclassified,yes
Tuas View Avenue 12,,1,unclassified,yes
,,1,unclassified,
Tuas View Avenue 14,2,1,residential,yes
,,1,unclassified,
,,1,unclassified,
Tuas South Avenue 9,,3,secondary,yes
,,1,unclassified,yes
,,3,secondary,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Lorong Chencharu,,1,residential,
Lorong Chencharu,,1,residential,
,,1,service,
,,1,service,
Lorong Chencharu,,1,residential,
Tuas West Street,,1,residential,
Tuas Avenue 18A,,1,unclassified,
Tuas Basin Close,,1,unclassified,yes
Tuas Basin Link,,1,residential,
Tuas Loop,,1,residential,
Shipyard Crescent,,1,residential,
Fishery Port Road,,1,residential,
Jurong Pier Way,,1,residential,
,,1,service,
,,1,service,
,,1,service,
Lebuhraya Bukit Indah,2,3,primary,yes
Gul Circle,,1,residential,
Horizon Hills,2,3,secondary,yes
Bukit Drive,,1,residential,
,,1,residential,
Pandan Crescent,,3,secondary,
,,1,service,
Pandan Crescent,,3,secondary,no
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,residential,
,,1,residential,
,,1,service,
,,1,service,
,,1,service,no
Jalan Kelabu 5,,1,residential,
Jalan Kelabu 4,,1,residential,
Jalan Raga,,1,residential,
Jalan Nila 3,,1,residential,
,,1,residential,
Jalan Ujian,,1,residential,
Jalan Biru,,2,tertiary,
Jalan Jingga 1,,1,residential,
Jalan Ibrahim Sultan,,3,secondary,yes
,,1,residential,
Yishun Central 2,,1,residential,
,,1,residential,
Yishun Interchange,,1,service,
Jalan Merah 2,,1,residential,
Jalan Pasir Pelangi,,3,secondary,yes
,,1,service,
,,1,residential,
,,1,residential,
CIQ Interchange,,3,primary_link,yes
Jalan Puteh 3,,1,residential,
Jalan Ungu 1,,1,residential,
Jalan Ungu,,1,residential,
Jalan Kelabu 6,,1,residential,
Jalan Ungu 4,,1,residential,
,,1,residential,
Jalan Hijau Muda 2,,1,residential,
Jalan Merah 6,,1,residential,
,,1,residential,
Jalan Kelabu,,1,residential,
Jalan Merah 3,,1,residential,
Jalan Nila,,1,residential,
,,1,residential,
Jalan Kelabu 1,,1,residential,
Jalan Kelabu 2,,1,residential,
Jalan Aneka,,1,residential,
,,1,service,
,,1,service,
Jalan Kelabu 3,,1,residential,
Jalan Hijau Muda 7,,1,residential,
Jalan Kelabu 7,,1,residential,
Jalan Merah 3,,1,residential,
Jalan Hijau Muda 8,,1,residential,
Jalan Biru Muda,,1,residential,
Jalan Cendera,,1,residential,
Jalan Ahmad Ibrahim,,4,motorway_link,yes
Ayer Rajah Expressway,3,4,motorway,yes
Jalan Ungu 5,,1,residential,
Jalan Biru 3,,1,residential,
Jalan Merah 5,,1,residential,
Jalan Nila 6,,1,residential,
Jalan Hijau 2,,1,residential,
Jalan Puteh 2,,1,residential,
,,1,residential,
Jalan Biru 5,,1,residential,
Jalan Nila 2,,1,residential,
Jalan Muhibbah,,1,residential,
,,1,residential,
Jalan Merah 7,,1,residential,
Jalan Hijau Muda 6,,1,residential,
Jalan Kencana,,1,residential,
,,2,tertiary,yes
Jalan Jasa,,1,residential,
Jalan Nila 5,,1,residential,
Jalan Biru 6,,1,residential,
Jalan Layak,,1,residential,
Jalan Merah 8,,1,residential,
,,1,residential,
Jalan Ungu 7,,1,residential,
Jalan Bakti,,1,residential,
Jalan Hijau Muda 3,,1,residential,
Jalan Hijau Muda 9,,1,residential,
Jalan Merah 9,,1,residential,
,,1,residential,
Jalan Biru 4,,1,residential,
,,1,residential,
Jalan Biru 2,,1,residential,
Jalan Kencana,,1,residential,
,,1,residential,
Jalan Damai,,1,residential,yes
Jalan Hijau,,1,residential,
Jalan Hijau 1,,1,residential,
Ayer Rajah Expressway,3,4,motorway,yes
,,1,unclassified,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
Jalan Dato Sulaiman,,2,tertiary,
Jalan Harimau Tarom,,1,residential,yes
Jalan Harimau Garang,,1,residential,
Jalan Dato Abdullah Tahir,,2,tertiary,
Jalan Kuning,,2,tertiary,yes
Jalan Harimau,,2,tertiary,
,,2,tertiary,yes
Jalan Dato Sulaiman,,1,residential,
Jalan Rusa,,1,residential,
Jalan Harimau Belang,,1,residential,
,,2,tertiary,yes
Jalan Dato Abdullah Tahir,,2,tertiary,yes
Jalan Dato Abdullah Tahir,,2,tertiary,yes
Tuas Road,3,3,primary,yes
,1,4,motorway_link,yes
Upper Jurong Road,3,3,primary,yes
Tuas Underpass,3,3,primary,yes
Upper Jurong Road,3,3,primary,yes
Tuas Underpass,3,3,primary,yes
Tuas Road,3,3,primary,yes
,1,4,motorway_link,yes
Rochester Drive,,1,residential,
Vista Exchange Green,,1,residential,
,,1,service,
Vista Exchange Green,,1,unclassified,
,,1,service,
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Ayer Rajah Expressway,1,4,motorway_link,yes
Jalan Ahmad Ibrahim,,4,motorway_link,yes
,2,4,motorway_link,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Jalan Sederhana,,1,residential,
Jalan Yahya Aldatar,,1,residential,
Jalan Puteh 4,,1,residential,
Jalan Nila 1,,1,residential,
Jalan Merah 10,,1,residential,
Jalan Kemas,,1,residential,
Jalan Merah 4,,1,residential,
Jalan Puteh,,1,residential,
Jalan Nila 4,,1,residential,
,,1,residential,
Jalan Hijau Muda 2,,1,residential,
Jalan Sinar,,1,residential,
Jalan Nila 7,,1,residential,
Jalan Merah 11,,1,residential,
,,1,residential,
Jalan Hijau 3,,1,residential,
Jalan Hijau Muda 5,,1,residential,
,,1,residential,
Jalan Bersatu,,1,residential,
Jalan Halus,,1,residential,
Jalan Hijau Muda 8,,1,residential,
Jalan Fajar,,1,residential,
,,1,residential,
Jalan Damai,,1,residential,
Jalan Budi,,1,residential,
Jalan Abadi,,1,residential,
Jalan Merah 3,,1,residential,
Jalan Kecil,,1,residential,
,,1,residential,no
,,1,unclassified,yes
,,1,residential,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,yes
,,1,service,
,,1,service,
,,1,service,
,,1,unclassified,
,,1,unclassified,
Changi Business Park Cresent,,1,residential,
,,1,unclassified,yes
,,1,residential,yes
,,1,residential,yes
,,1,residential,yes
Changi Business Park Central 1,,1,residential,yes
Changi Business Park Central 1,,1,residential,yes
,,1,unclassified,yes
,,1,service,
,,1,service,yes
,,1,service,yes
,,1,service,
,,1,residential,
Computing Drive,,1,service,yes
Computing Drive,,1,service,no
,,1,service,
,,1,service,yes
West Coast Ferry Road,,3,secondary,yes
,1,1,service,yes
Cosford Road,,1,residential,
,,1,service,
South Perimeter Road,,1,service,
West Coast Highway,,4,trunk_link,yes
,2,3,secondary,yes
West Coast Highway,,4,trunk,yes
West Coast Highway,,4,trunk_link,yes
,2,2,tertiary_link,yes
West Coast Highway,,4,trunk,yes
West Coast Highway,,4,trunk,yes
West Coast Highway,,4,trunk,yes
,,1,residential,yes
Kent Ridge Drive,2,1,residential,no
,,1,service,
,,1,service,yes
,,1,service,
West Coast Ferry Road,,2,tertiary,no
,,1,service,
,,1,service,yes
,,1,service,
,,1,service,
,1,4,motorway_link,yes
Commonwealth Cresent,,1,residential,yes
Jurong Town Hall Road,,3,primary,yes
Yuan Ching Road,,2,tertiary,yes
Upper Wilkie Rd,,1,residential,
Yuan Ching Road,,2,tertiary,yes
Sophia Rd,,1,residential,yes
Wilkie Road,,1,residential,yes
Lorong Kilat,,1,residential,
,,1,residential,
Lorong Kilat,,1,residential,
Chun Tin Road,,1,residential,
Jurong Pier Flyover,,3,primary,yes
Jurong Pier Road,,3,primary,yes
Jurong Pier Flyover,,3,primary,yes
Jurong Pier Road,,3,primary,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Ayer Rajah Expressway,3,4,motorway,yes
Ayer Rajah Expressway,4,4,motorway,yes
Jurong Pier Road,3,3,primary_link,yes
,,1,residential,
Jurong Pier Road,3,3,primary,yes
Jalan Buroh,1,3,primary_link,yes
Jalan Buroh,,4,trunk,yes
Jurong Pier Road,2,3,primary_link,yes
Jurong Pier Road,1,3,primary_link,yes
Jalan Buroh,3,3,primary,yes
Jurong Pier Circus,,3,primary,yes
,3,3,primary_link,yes
Jurong Pier Road,2,3,primary_link,yes
Jurong Pier Circus,3,3,primary_link,yes
Jurong Pier Road,3,3,primary_link,yes
Jurong Pier Circus,,3,primary,yes
Jurong Pier Circus,,3,primary,yes
Jalan Buroh,,3,primary,yes
,,1,service,
Jurong Pier Road,1,3,primary_link,yes
,,1,service,
,,1,service,yes
,,1,service,-1
Jalan Buroh,3,3,primary,yes
Lorong Pisang Batu,,1,residential,
Yuk Tong Avenue,,1,residential,
,,1,service,
,,1,service,-1
MacKenzie Road,,1,residential,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
Commonwealth Link,,1,residential,-1
Joon Koon Crescent,,1,residential,
Penjuru Street,,1,residential,
Penjuru Road,,1,residential,
Penjuru Close,,1,residential,
Penjuru Close,,1,residential,
Jalan Buroh,,1,residential,
Penjuru Place,,1,residential,yes
Penjuru Walk,,1,residential,
Teban Gardens Crescent,,1,residential,
Pandan Road,,1,residential,
Pandan Loop,,1,residential,
Jalan Papan,,1,unclassified,
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Landak,,1,residential,
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Sekolah Arab,,1,residential,
,,1,unclassified,
Maju Drive,,1,residential,
one-north Gateway,,2,tertiary,yes
,,1,service,
,,1,unclassified,
,,1,unclassified,
,,1,service,
,,1,service,
Tebrau Highway Interchange,,4,trunk_link,yes
,,1,residential,
Fusionopolis Way,,2,tertiary,yes
Jalan Landak Kelusi,,1,residential,
Jalan Bulat,,1,residential,
Jalan Landak Kawan,,1,residential,
Jalan Wijaya,,1,residential,
Jalan Lita,,1,residential,
Jalan Senyum,,1,residential,
Jalan Landak Raya,,1,residential,
,,1,residential,
Tebrau Highway Interchange,,4,trunk_link,yes
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Alimat,,1,residential,
,,1,residential,
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Landak Maman,,1,residential,
Dataran Bandaraya Interchange,,3,primary,yes
Jalan Storey,,3,primary,yes
Jalan Wakaf,,1,residential,
Tebrau Highway Interchange,,4,trunk_link,yes
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Mohd Taib,,1,residential,yes
Tebrau Highway Interchange,,4,trunk_link,yes
,,1,residential,
Jalan Landak Tunggai,,1,residential,
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Bujur,,1,residential,
Jalan Yahya Aldatar,,3,primary,yes
Tebrau Highway Interchange,,4,trunk_link,yes
Jalan Pelita,,1,residential,
Jalan Sipi,,1,residential,
Tebrau Highway Interchange,,4,trunk_link,yes
Tebrau Highway Interchange,,4,trunk_link,yes
Tebrau Highway Interchange,,4,trunk_link,yes
,,1,service,
,,1,service,
,,1,service,yes
,,1,service,yes
,,1,service,yes
,,1,service,
,,1,service,yes
,,1,service,yes
,,1,service,yes
,,1,service,
,,1,service,
,,1,service,yes
,,1,service,yes
,,1,service,
,,1,service,
Clementi Avenue 6,2,3,primary,yes
Clementi Avenue 6,2,3,primary,yes
Clementi Avenue 6,2,4,motorway_link,yes
Clementi Avenue 6,1,3,primary_link,yes
Clementi Avenue 6,1,3,primary_link,yes
Clementi Avenue 6,2,3,primary,yes
Clementi Avenue 6,2,3,primary,yes
Clementi Avenue 6,2,3,primary,yes
Clementi Avenue 6,,3,primary,yes
Clementi Avenue 6,,3,primary,yes
Commonwealth Avenue West,1,3,primary_link,yes
Commonwealth Avenue West,1,3,primary_link,yes
Faber Drive,,1,residential,yes
Faber Drive,,1,residential,yes
West Coast Way,,3,secondary,yes
Clementi Avenue 6,,3,primary,yes
Clementi Avenue 6,,3,primary,yes
,1,1,residential,
West Coast Walk,1,1,residential,
,,1,service,yes
,,1,service,yes
,,1,service,yes
Jalan Ahmad Ibrahim,2,4,motorway_link,yes
Jalan Buroh,3,4,trunk_link,yes
Jalan Buroh,2,4,trunk_link,yes
Pandan Loop,,1,residential,yes
Pandan Loop,,1,residential,yes
Pandan Loop,,1,residential,yes
Pandan Loop,,1,residential,yes
West Coast Highway,1,4,trunk,yes
West Coast Road,,2,tertiary,yes
Mandalay Road,,3,secondary,
Shan Road,,1,residential,yes
Bassein Road,,1,residential,
Kent Ridge Crescent,,1,residential,yes
Kent Ridge Crescent,,1,residential,yes
,,1,residential,yes
Kent Ridge Crescent,,1,residential,yes
,,1,service,
,,1,service,
,1,1,residential,yes
,1,1,residential,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,1,3,primary_link,yes
,,1,service,yes
,,1,service,
,,1,service,
,,1,service,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
,,1,service,
,,1,residential,
Buona Vista Terminal,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,1,service,
,,4,motorway_link,yes
,,1,residential,
,,4,motorway_link,yes
Martin Place,,1,residential,
,,1,service,
,,1,residential,
Lloyd Road,,1,residential,
Bencoolen Street,,3,secondary,yes
,,1,living_street,
,,1,service,
,,1,residential,yes
,,3,secondary,-1
,,3,secondary_link,-1
,,1,service,yes
Somerset Road,,3,primary,yes
,,1,living_street,
,,3,primary,yes
,,1,service,
,,3,secondary_link,yes
,,1,service,
,,3,secondary,yes
,,1,living_street,
,,1,service,yes
,,1,living_street,
,,1,living_street,
,,1,residential,
Orchard Turn,,3,secondary,no
,,1,residential,
Keppel Way,3,4,trunk,yes
North Buona Vista Road,,4,motorway_link,yes
,,1,service,
,,1,service,
,,1,service,yes
,,1,service,yes
,,4,motorway_link,yes
,1,4,motorway_link,
Drop off,,1,service,-1
Drop off,,1,service,yes
Drop off,,1,service,-1
,,1,service,yes
,,1,service,yes
,,3,secondary,yes
,,1,service,
Mount Emily Road,,1,residential,
,,1,service,yes
,,1,service,
Queen Street,,2,tertiary,
,,4,motorway_link,yes
Cassia Crescent,,1,residential,
,,1,residential,
,,1,service,
,,1,service,
Pine Lane,,1,residential,
"CIQ (Bus, Motorcar & Goods)",,3,primary,yes
,,1,living_street,
Changi North Crescent,,4,motorway_link,yes
,,1,service,
Cuff Road,,1,residential,yes
,,1,service,
,,1,service,
,,1,service,
,,3,primary_link,yes
,,1,service,
Jalan Tan Tock Seng,,1,residential,yes
,,1,residential,
,,1,residential,
,,1,service,
,,1,service,
Clementi Road,3,3,primary,yes
Buona Vista Flyover,,3,primary,yes
Lower Kent Ridge Road,,1,unclassified,yes
Lower Kent Ridge Road,,1,residential,yes
Lower Kent Ridge Road,,1,unclassified,yes
North Buona Vista Road,,4,motorway_link,yes
North Buona Vista Road,,3,primary,yes
Keppel Way,,4,trunk,yes
,,1,service,yes
Harbour Drive,,3,secondary_link,yes
,,1,service,yes
Harbour Drive,,3,secondary_link,yes
,,1,service,
Kent Ridge Terminal,,1,service,yes
,,1,service,yes
,,1,service,
,,1,service,
,,1,service,
,,1,service,yes
,,3,secondary,yes
,,1,service,
,,1,service,
Holland Drive,,1,residential,
Pasir Panjang Road,2,3,secondary,
,1,4,motorway_link,yes
West Coast Road,,3,secondary,
Ayer Rajah Expressway,3,4,motorway,yes
,1,4,motorway_link,yes
,1,4,motorway_link,yes
Jalan Ulu Air Molek,,4,trunk_link,yes
